ORDER_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,ORDER_DATE,CUSTOMER_ORDER_NO,DELIVERY_INSTRUCTIONS,ORDER_STATUS
"""6526315""","""1595182""","""A-000225540""",30/03/2019,"""18790""",""" ""","""Completed"""
"""6609379""","""1597799""","""A-000234408""",02/07/2019,"""1907-SQX3-O""",""" ""","""Completed"""
"""6544716""","""1595841""","""A-000227211""",18/04/2019,"""19410""",""" ""","""Completed"""
"""6621064""","""1598173""","""A-000236356""",16/07/2019,"""22178""",""" ""","""Completed"""
"""6626512""","""1598369""","""A-000236598""",23/07/2019,"""22339""",""" ""","""Completed"""
"""6545380""","""1595898""","""A-000227265""",22/04/2019,"""19580""",""" ""","""Completed"""
"""6526317""","""1595183""","""A-000225541""",30/03/2019,"""18793""",""" ""","""Completed"""
"""6526327""","""1595185""","""A-000225543""",30/03/2019,"""18803""",""" ""","""Completed"""
"""6526329""","""1578775""","""A-000165388""",30/03/2019,"""18785""",""" ""","""Completed"""
"""6526330""","""1578775""","""A-000165388""",30/03/2019,"""18786""",""" ""","""Completed"""
"""6563749""","""1596377""","""A-000229095""",10/05/2019,"""20619""",""" ""","""Completed"""
"""6563750""","""1596376""","""A-000229094""",10/05/2019,"""20617""",""" ""","""Completed"""
"""6581138""","""1596878""","""A-000230851""",30/05/2019,"""21056""",""" ""","""Completed"""
"""6598495""","""1597351""","""A-000233462""",19/06/2019,"""21497""",""" ""","""Completed"""
"""6601183""","""1568561""","""A-000132047""",24/06/2019,"""1906-CV77-O""",""" ""","""Completed"""
"""6602081""","""1587471""","""A-000177212""",24/06/2019,"""21602""",""" ""","""Completed"""
"""6609439""","""1596134""","""A-000228174""",02/07/2019,"""1907-MGV2-O""",""" ""","""Completed"""
"""6619675""","""1598122""","""A-000236127""",15/07/2019,"""22143""",""" ""","""Completed"""
"""6622822""","""1598213""","""A-000236519""",18/07/2019,"""22212""",""" ""","""Completed"""
"""6543329""","""1595525""","""A-000226732""",16/04/2019,"""1904-7E9S-O""","""REP or internal driver to del to customer.Signature required""","""Completed"""
"""6515243""","""1594858""","""A-000223181""",18/03/2019,"""18471""",""" ""","""Completed/Cancelled"""
"""6526344""","""1595188""","""A-000225545""",31/03/2019,"""18817""",""" ""","""Completed"""
"""6526345""","""1595188""","""A-000225545""",31/03/2019,"""18818""",""" ""","""Completed"""
"""6526347""","""1595189""","""A-000225546""",31/03/2019,"""18820""",""" ""","""Completed"""
"""6526354""","""1595191""","""A-000225547""",31/03/2019,"""18830""",""" ""","""Completed"""
"""6526363""","""1595192""","""A-000225548""",31/03/2019,"""18836""",""" ""","""Completed"""
"""6526365""","""1595194""","""A-000225550""",31/03/2019,"""18839""",""" ""","""Completed"""
"""6526366""","""1595194""","""A-000225550""",31/03/2019,"""18840""",""" ""","""Completed"""
"""6526367""","""1595193""","""A-000225549""",31/03/2019,"""18838""",""" ""","""Completed"""
"""6610517""","""1569555""","""A-000136903""",03/07/2019,"""1907-W2UR-O""",""" ""","""Completed/Cancelled"""
"""6611948""","""1568608""","""A-000132099""",05/07/2019,"""1907-GVSU-O""",""" ""","""Completed"""
"""6619523""","""1598116""","""A-000236124""",15/07/2019,"""22136""",""" ""","""Completed"""
"""6622640""","""1598210""","""A-000236517""",18/07/2019,"""22210""",""" ""","""Completed"""
"""6623364""","""1598238""","""A-000236532""",19/07/2019,"""22248""",""" ""","""Completed"""
"""6623404""","""1598238""","""A-000236532""",19/07/2019,"""22249""",""" ""","""Completed"""
"""6623405""","""1598241""","""A-000236533""",19/07/2019,"""22250""",""" ""","""Completed"""
"""6531660""","""1595342""","""A-000226478""",04/04/2019,"""18963""",""" ""","""Completed"""
"""6531661""","""1591196""","""A-000198023""",04/04/2019,"""18963""",""" ""","""Completed"""
"""6531662""","""1568524""","""A-000132011""",04/04/2019,"""18964""",""" ""","""Completed"""
"""6622970""","""1598219""","""A-000236520""",18/07/2019,"""22229""",""" ""","""Completed"""
"""6625278""","""1598308""","""A-000236585""",22/07/2019,"""22325""",""" ""","""Completed"""
"""6625281""","""1598310""","""A-000236587""",22/07/2019,"""22325""",""" ""","""Completed"""
"""6625375""","""1598322""","""A-000236588""",22/07/2019,"""22327""",""" ""","""Completed"""
"""6593309""","""1597178""","""A-000232371""",13/06/2019,"""21376""",""" ""","""Completed"""
"""6615261""","""1597961""","""A-000235592""",09/07/2019,"""21956""",""" ""","""Completed"""
"""6622971""","""1598220""","""A-000236521""",18/07/2019,"""22230""",""" ""","""Completed"""
"""6622991""","""1598223""","""A-000236524""",18/07/2019,"""22233""",""" ""","""Completed"""
"""6623011""","""1598226""","""A-000236527""",18/07/2019,"""22243""",""" ""","""Completed"""
"""6623013""","""1598224""","""A-000236525""",18/07/2019,"""22235""",""" ""","""Completed"""
"""6626584""","""1598377""","""A-000236599""",23/07/2019,"""22340""",""" ""","""Completed"""
"""6506963""","""1594594""","""A-000222542""",08/03/2019,"""18166""",""" ""","""Completed"""
"""6615456""","""1597968""","""A-000235597""",09/07/2019,"""21965""",""" ""","""Completed"""
"""6627848""","""1598406""","""A-000236726""",24/07/2019,"""1907-YBG6-O""",""" ""","""Completed"""
"""6506997""","""1594595""","""A-000222543""",08/03/2019,"""18151""",""" ""","""Completed"""
"""6559060""","""1596239""","""A-000228540""",06/05/2019,"""20529""",""" ""","""Completed"""
"""6623663""","""1569152""","""A-000133084""",21/07/2019,"""1907-CE87-O""",""" ""","""Completed/Cancelled"""
"""6623914""","""1598254""","""A-000236549""",20/07/2019,"""22266""",""" ""","""Completed"""
"""6623915""","""1598255""","""A-000236550""",20/07/2019,"""22267""",""" ""","""Completed"""
"""6623923""","""1598257""","""A-000236551""",20/07/2019,"""22272""",""" ""","""Completed"""
"""6628543""","""1598446""","""A-000236745""",25/07/2019,"""22359""",""" ""","""Completed"""
"""6628545""","""1598452""","""A-000236746""",25/07/2019,"""22360""",""" ""","""Completed"""
"""6628662""","""1596738""","""A-000230020""",25/07/2019,"""1907-SBYA-O""",""" ""","""Completed"""
"""6557105""","""1596203""","""A-000228357""",03/05/2019,"""20425""",""" ""","""Completed"""
"""6557107""","""1596203""","""A-000228357""",03/05/2019,"""20426""",""" ""","""Completed"""
"""6599496""","""1597407""","""A-000233811""",20/06/2019,"""1906-RMRH-O""",""" ""","""Completed/Cancelled"""
"""6599521""","""1568531""","""A-000132018""",20/06/2019,"""1906-WXFU-O""",""" ""","""Completed/Cancelled"""
"""6600554""","""1597488""","""A-000234064""",22/06/2019,"""21537""",""" ""","""Completed"""
"""6600556""","""1597490""","""A-000234066""",22/06/2019,"""21540""",""" ""","""Completed"""
"""6600557""","""1597491""","""A-000234067""",22/06/2019,"""21541""",""" ""","""Completed"""
"""6600564""","""1597492""","""A-000234068""",22/06/2019,"""21539""",""" ""","""Completed"""
"""6600565""","""1597493""","""A-000234069""",22/06/2019,"""21540""",""" ""","""Completed"""
"""6600571""","""1578345""","""A-000159992""",22/06/2019,"""21543""",""" ""","""Completed"""
"""6600572""","""1578345""","""A-000159992""",22/06/2019,"""21544""",""" ""","""Completed"""
"""6600574""","""1597495""","""A-000234071""",22/06/2019,"""21549""",""" ""","""Completed"""
"""6600575""","""1597497""","""A-000234072""",22/06/2019,"""21550""",""" ""","""Completed"""
"""6600578""","""1597499""","""A-000234074""",22/06/2019,"""21543""",""" ""","""Completed"""
"""6600579""","""1597498""","""A-000234073""",22/06/2019,"""21553""",""" ""","""Completed"""
"""6615262""","""1597962""","""A-000235594""",09/07/2019,"""21957""",""" ""","""Completed"""
"""6629142""","""1598531""","""A-000237153""",26/07/2019,"""22388""",""" ""","""Completed"""
"""6629645""","""1593238""","""A-000212761""",27/07/2019,"""22436""",""" ""","""Completed"""
"""6629650""","""1598559""","""A-000237170""",27/07/2019,"""22438""",""" ""","""Completed"""
"""6629651""","""1598559""","""A-000237170""",27/07/2019,"""22439""",""" ""","""Completed"""
"""6629653""","""1598559""","""A-000237170""",27/07/2019,"""22424""",""" ""","""Completed"""
"""6629658""","""1598560""","""A-000237171""",27/07/2019,"""22451""",""" ""","""Completed"""
"""6629661""","""1598561""","""A-000237172""",28/07/2019,"""22456""",""" ""","""Completed"""
"""6629671""","""1598564""","""A-000237174""",28/07/2019,"""22466""",""" ""","""Completed"""
"""6536852""","""1595518""","""A-000226728""",10/04/2019,"""19146""",""" ""","""Completed"""
"""6593449""","""1597180""","""A-000232374""",13/06/2019,"""21379""",""" ""","""Completed"""
"""6593450""","""1597180""","""A-000232374""",13/06/2019,"""21380""",""" ""","""Completed"""
"""6600586""","""1597500""","""A-000234075""",22/06/2019,"""21558""",""" ""","""Completed"""
"""6600587""","""1597503""","""A-000234078""",23/06/2019,"""21570""",""" ""","""Completed"""
"""6600588""","""1597501""","""A-000234076""",23/06/2019,"""21570""",""" ""","""Completed"""
"""6600590""","""1597502""","""A-000234077""",23/06/2019,"""21571""",""" ""","""Completed"""
"""6600591""","""1597501""","""A-000234076""",23/06/2019,"""21571""",""" ""","""Completed"""
"""6600592""","""1597501""","""A-000234076""",23/06/2019,"""21572""",""" ""","""Completed"""
"""6600600""","""1597504""","""A-000234079""",23/06/2019,"""21578""",""" ""","""Completed"""
"""6600604""","""1597507""","""A-000234082""",23/06/2019,"""21586""",""" ""","""Completed"""
"""6600608""","""1597512""","""A-000234087""",23/06/2019,"""21588""",""" ""","""Completed"""
"""6600609""","""1597508""","""A-000234083""",23/06/2019,"""21590""",""" ""","""Completed"""
"""6615349""","""1597963""","""A-000235595""",09/07/2019,"""21959""",""" ""","""Completed"""
"""6615352""","""1568636""","""A-000132124""",09/07/2019,"""21960""",""" ""","""Completed"""
"""6589727""","""1590419""","""A-000191674""",10/06/2019,"""21337""",""" ""","""Completed"""
"""6629675""","""1598565""","""A-000237175""",28/07/2019,"""22470""",""" ""","""Completed"""
"""6629676""","""1598566""","""A-000237176""",28/07/2019,"""22472""",""" ""","""Completed"""
"""6507451""","""1594598""","""A-000222546""",09/03/2019,"""18177""",""" ""","""Completed"""
"""6507463""","""1594600""","""A-000222548""",09/03/2019,"""18191""",""" ""","""Completed"""
"""6519338""","""1584662""","""A-000173372""",22/03/2019,"""18583""",""" ""","""Completed"""
"""6603476""","""1597621""","""A-000234108""",25/06/2019,"""21621""",""" ""","""Completed"""
"""6603477""","""1597623""","""A-000234109""",25/06/2019,"""21622""",""" ""","""Completed"""
"""6623924""","""1598258""","""A-000236552""",20/07/2019,"""22273""",""" ""","""Completed"""
"""6623925""","""1598259""","""A-000236553""",20/07/2019,"""22274""",""" ""","""Completed"""
"""6623931""","""1598267""","""A-000236557""",20/07/2019,"""22284""",""" ""","""Completed"""
"""6623933""","""1598268""","""A-000236558""",20/07/2019,"""22286""",""" ""","""Completed"""
"""6623938""","""1598270""","""A-000236559""",20/07/2019,"""22276""",""" ""","""Completed"""
"""6623939""","""1598274""","""A-000236562""",20/07/2019,"""22277""",""" ""","""Completed"""
"""6623940""","""1598274""","""A-000236562""",20/07/2019,"""22278""",""" ""","""Completed"""
"""6623942""","""1598273""","""A-000236561""",20/07/2019,"""22292""",""" ""","""Completed"""
"""6623951""","""1598285""","""A-000236571""",21/07/2019,"""22305""",""" ""","""Completed"""
"""6623952""","""1598284""","""A-000236570""",21/07/2019,"""22306""",""" ""","""Completed"""
"""6507471""","""1594602""","""A-000222550""",09/03/2019,"""18195""",""" ""","""Completed"""
"""6507482""","""1594605""","""A-000222552""",09/03/2019,"""18204""",""" ""","""Completed"""
"""6507483""","""1594604""","""A-000222551""",09/03/2019,"""18205""",""" ""","""Completed"""
"""6507492""","""1594610""","""A-000222556""",09/03/2019,"""18217""",""" ""","""Completed"""
"""6507496""","""1594615""","""A-000222559""",10/03/2019,"""18224""",""" ""","""Completed"""
"""6544584""","""1595832""","""A-000227205""",18/04/2019,"""19384""",""" ""","""Completed"""
"""6544589""","""1595831""","""A-000227204""",18/04/2019,"""19380""",""" ""","""Completed"""
"""6603515""","""1587284""","""A-000176995""",25/06/2019,"""1906-L2DA-O""",""" ""","""Completed/Cancelled"""
"""6562168""","""1596332""","""A-000228903""",08/05/2019,"""20579""",""" ""","""Completed"""
"""6615089""","""1597953""","""A-000235590""",09/07/2019,"""21952""",""" ""","""Completed"""
"""6507503""","""1594616""","""A-000222560""",10/03/2019,"""18228""",""" ""","""Completed"""
"""6507506""","""1570219""","""A-000138630""",10/03/2019,"""18236""",""" ""","""Completed"""
"""6507512""","""1594619""","""A-000222563""",10/03/2019,"""18237""",""" ""","""Completed"""
"""6507514""","""1594618""","""A-000222562""",10/03/2019,"""18239""",""" ""","""Completed"""
"""6507516""","""1594620""","""A-000222564""",10/03/2019,"""18244""",""" ""","""Completed"""
"""6507524""","""1594622""","""A-000222566""",10/03/2019,"""18247""",""" ""","""Completed"""
"""6507525""","""1594624""","""A-000222568""",10/03/2019,"""18252""",""" ""","""Completed"""
"""6577936""","""1585714""","""A-000175152""",27/05/2019,"""1905-JTQC-O""",""" ""","""Completed/Cancelled"""
"""6629621""","""1598550""","""A-000237164""",27/07/2019,"""22413""",""" ""","""Completed"""
"""6629622""","""1598551""","""A-000237165""",27/07/2019,"""22415""",""" ""","""Completed"""
"""6629629""","""1598553""","""A-000237167""",27/07/2019,"""22418""",""" ""","""Completed"""
"""6629630""","""1598553""","""A-000237167""",27/07/2019,"""22419""",""" ""","""Completed"""
"""6629639""","""1598552""","""A-000237166""",27/07/2019,"""22434""",""" ""","""Completed"""
"""6507527""","""1594623""","""A-000222567""",10/03/2019,"""18249""",""" ""","""Completed"""
"""6507538""","""1594627""","""A-000222571""",10/03/2019,"""18261""",""" ""","""Completed"""
"""6507544""","""1592034""","""A-000204670""",10/03/2019,"""18265""",""" ""","""Completed"""
"""6507545""","""1592034""","""A-000204670""",10/03/2019,"""18266""",""" ""","""Completed"""
"""6545374""","""1595897""","""A-000227264""",22/04/2019,"""19577""",""" ""","""Completed"""
"""6594055""","""1578663""","""A-000164158""",14/06/2019,"""21392""",""" ""","""Completed"""
"""6595853""","""1597273""","""A-000232414""",17/06/2019,"""21476""",""" ""","""Completed"""
"""6595855""","""1597273""","""A-000232414""",17/06/2019,"""21477""",""" ""","""Completed"""
"""6618257""","""1597982""","""A-000235606""",10/07/2019,"""21978""",""" ""","""Completed"""
"""6618260""","""1597984""","""A-000235608""",10/07/2019,"""21979""",""" ""","""Completed"""
"""6618262""","""1597984""","""A-000235608""",10/07/2019,"""21981""",""" ""","""Completed"""
"""6618263""","""1597991""","""A-000235612""",10/07/2019,"""21983""",""" ""","""Completed"""
"""6618264""","""1597986""","""A-000235611""",10/07/2019,"""21982""",""" ""","""Completed"""
"""6618265""","""1597992""","""A-000235613""",10/07/2019,"""21984""",""" ""","""Completed"""
"""6618266""","""1597993""","""A-000235614""",10/07/2019,"""21985""",""" ""","""Completed"""
"""6512406""","""1594734""","""A-000222935""",14/03/2019,"""18365""",""" ""","""Completed"""
"""6512407""","""1594734""","""A-000222935""",14/03/2019,"""18366""",""" ""","""Completed"""
"""6512409""","""1594734""","""A-000222935""",14/03/2019,"""18365""",""" ""","""Completed"""
"""6597419""","""1597336""","""A-000232590""",18/06/2019,"""21485""",""" ""","""Completed"""
"""6599691""","""1597412""","""A-000233815""",20/06/2019,"""1906-63HZ-O""",""" ""","""Completed/Cancelled"""
"""6618275""","""1595839""","""A-000227208""",10/07/2019,"""21994""",""" ""","""Completed"""
"""6618281""","""1598004""","""A-000235727""",10/07/2019,"""22000""",""" ""","""Completed"""
"""6618287""","""1578663""","""A-000164158""",11/07/2019,"""22006""",""" ""","""Completed"""
"""6618289""","""1598024""","""A-000235851""",11/07/2019,"""22008""",""" ""","""Completed"""
"""6618293""","""1598036""","""A-000235853""",11/07/2019,"""22011""",""" ""","""Completed"""
"""6618294""","""1598035""","""A-000235852""",11/07/2019,"""22012""",""" ""","""Completed"""
"""6618295""","""1598035""","""A-000235852""",11/07/2019,"""22013""",""" ""","""Completed"""
"""6618297""","""1598039""","""A-000235858""",11/07/2019,"""22014""",""" ""","""Completed"""
"""6502250""","""1594464""","""A-000222173""",04/03/2019,"""18053""",""" ""","""Completed"""
"""6506962""","""1594592""","""A-000222539""",08/03/2019,"""18150""",""" ""","""Completed"""
"""6597492""","""1597337""","""A-000232591""",18/06/2019,"""21486""",""" ""","""Completed"""
"""6605789""","""1597691""","""A-000234130""",28/06/2019,"""21673""",""" ""","""Completed"""
"""6599760""","""1571723""","""A-000144332""",21/06/2019,"""1906-DYQF-O""",""" ""","""Completed"""
"""6618304""","""1598048""","""A-000235861""",11/07/2019,"""22022""",""" ""","""Completed"""
"""6618308""","""1598058""","""A-000235866""",12/07/2019,"""22025""",""" ""","""Completed"""
"""6618314""","""1598061""","""A-000235869""",12/07/2019,"""22027""",""" ""","""Completed"""
"""6618315""","""1598060""","""A-000235868""",12/07/2019,"""22028""",""" ""","""Completed"""
"""6618316""","""1598060""","""A-000235868""",12/07/2019,"""22029""",""" ""","""Completed"""
"""6618317""","""1598060""","""A-000235868""",12/07/2019,"""22030""",""" ""","""Completed"""
"""6618319""","""1598065""","""A-000235871""",12/07/2019,"""22031""",""" ""","""Completed"""
"""6618323""","""1598070""","""A-000235872""",12/07/2019,"""22033""",""" ""","""Completed"""
